han,bs,pinyin,middle_chinese,gloss
觀,C.qˤʷars,guàn,kwanH,榮觀 imperial palace; walls and watchtowers
灌,C.qˤʷars,guàn,kwanH,"pour, drip"
祼,kˤorʔ-s,guàn,kwanH,pour out libation
冠,k.ʔˤors,guàn,kwanH,cap (v.)
貫,kˤons,guàn,kwanH,pass through the center
光,kˤʷaŋ,guāng,kwang,"light, brightness"
廣,kˤʷaŋʔ,guǎng,kwangX,wide
廣,kˤʷaŋʔ-s,guǎng,kwangH,distance from east to west
龜,kʷə,guī,kjuw,tortoise
歸,kʷəj,guī,kjw+j,return (v.)
媯,C.qrʷaj,guī,kjwe,(place and family name)
規,kʷe,guī,kjwie,"compass, circle"
圭,kˤʷe,guī,kwej,jade scepter
龜,krʷə,guī,kwij,tortoise
瑰,kˤuj,guī,kwoj,kind of precious stone
鬼,k-ʔujʔ,guǐ,kjw+jX,ghost
詭,krojʔ,guǐ,kjweX,perverse
癸,kʷijʔ,guǐ,kjwijX,10th heavenly stem
簋,krʷuʔ,guǐ,kwijX,guǐ ritual vessel
軌,krʷuʔ,guǐ,kwijX,wheel ruts
跪,grojʔ,guì,gjweX,kneel; foot
匱,grujs,guì,gwijH,box (n.)
櫃,grujs,guì,gwijH,box
貴,kujs,guì,kjw+jH,precious; expensive
劌,C.qrʷats,guì,kjwejH,"to wound, damage"
撅,krots,guì,kjwejH,lift (the dress)
檜,kˤops,guì,kwajH,ornament on coffin
襘,kˤops,guì,kwajH,place where two ends of a collar or belt join
過,Cə.kˤʷaj,guō,kwa,"tough, fibrous (vegetables)"
過,kˤʷaj,guō,kwa,to pass
郭,kˤʷak,guō,kwak,outer wall
虢,kˤrʷak,guó,kwaek,(place name)
馘,C.qˤrʷək,guó,kweak,severed left ears
國,C.qˤʷək,guó,kwok,state (n.)
果,kˤorʔ,guǒ,kwaX,fruit; result
蜾,kˤorʔ,guǒ,kwaX,蜾蠃 kwaX.lwaX a kind of wasp
裹,s.kˤorʔ,guǒ,kwaX,to wrap
槨,kˤʷak,guǒ,kwak,outer coffin
過,kˤʷajs,guò,kwaH,to pass; transgress
蝦,gˤra,há,hae,hae-mae frog
骸,gˤrə,hái,heaj,"bones, skeleton"
孩,gˤə,hái,hoj,child
海,C-mˤəʔ,hǎi,xojX,sea
害,N-kˤats,hài,hajH,be hurt (v.i.); injury (n.)
害,m-kˤats,hài,hajH,hurt (v.t.)
駭,gˤrəʔ,hài,heajX,alarmed
亥,gˤəʔ,hài,hojX,12th earthly branch
酣,gˤam,hān,ham,half-drunk
邯,gˤam,hán,ham,邯鄲 han.tan (placename)
寒,Cə.gˤan,hán,han,cold
邯,gˤan,hán,han,邯鄲 han.tan (placename)
韓,gˤar,hán,han,(state in the Korean peninsula; Three Kingdoms period)
圅,Cə.m-kˤəm,hán,hom,contain
函,Cə.m-kˤəm,hán,hom,"envelop, contain"
含,Cə.m-kˤəm,hán,hom,hold in the mouth
唅,Cə.m-kˤəm,hán,hom,hold in the mouth
涵,gˤom,hán,hom,"soak, overflow"
含,Cə.m-kˤəms,hán,homH,to put in the mouth
罕,qʰˤarʔ,hǎn,xanX,rare
罕,qʰˤarʔ,hǎn,xanX,net
旱,gˤarʔ,hàn,hanX,"dry, drought"
汗,Cə.gˤars,hàn,hanH,sweat (n.)
翰,gˤar,hàn,hanH,white (of a horse)
翰,gˤars,hàn,hanH,"pheasant; feather, wing"
翰,gˤars,hàn,hanH,high
扞,m-kˤars,hàn,hanH,"ward off; protect, guard"
捍,m-kˤars,hàn,hanH,"ward off; protect, guard"
翰,m-kˤars,hàn,hanH,"prop up, support"
頷,ɢˤəmʔ,hàn,homX,"jaw, chin"
憾,N-kˤəmʔ-s,hàn,homH,dissatisfied
睅,ɢˤrʷarʔ,hàn,hwaenX,protruding eyes
暵,C-nˤarʔ,hàn,xanX,"scorch, burn"
厂,C-ŋˤarʔ,hàn,xanX,cliff
暵,qʰˤarʔ-s,hàn,xanH,dry
漢,C-nˤars,hàn,xanH,(river name)
厂,C-ŋˤarʔ-s,hàn,xanH,cliff
行,gˤaŋ,háng,hang,"rank, row"
杭,m-gˤaŋ,háng,hang,to go by boat
蒿,qʰˤaw,hāo,xaw,Artemisia
茠,qʰˤu,hāo,xaw,weed (v.)
薅,qʰˤu,hāo,xaw,weed (v.)
號,C.gˤaw,háo,haw,call out
毫,gˤaw,háo,haw,fine animal hair
豪,gˤaw,háo,haw,procupine; shaggy animal
號,Cə.gˤaws,háo,hawH,"command, call (n.)"
好,qʰˤuʔ,在,xawX,good
浩,gˤuʔ,hào,hawX,vast
号,gˤaws,hào,hawH,"command, call (n.)"
藃,qʰˤawks,hào,xawH,contract (v.)
好,qʰˤuʔ-s,hào,xawH,"love, like (v.)"
呵,qʰˤaj,hē,xa,scold
訶,qʰˤaj,hē,xa,"shout, scold"
欱,qʰˤəp,hē,xop,"sip, drink"
河,C.gˤaj,hé,ha,river
何,gˤaj,hé,ha,what
荷,gˤaj,hé,ha,lotus
盍,m-kˤap,hé,hap,"thatch, cover (v.)"
蓋,m-kˤap,hé,hap,"thatch, cover (v.)"
曷,gˤat,hé,hat,what
核,gˤrək,hé,heak,kernel fruit; scrutinize
覈,gˤrək,hé,heak,kernel
劾,gˤəks,hé,hojH,investigate
劾,gˤək,hé,hok,"investigate, try (a criminal)"
合,m-kˤop,hé,hop,come together; bring together
齕,m-qˤət,hé,hot,bite (v.)
禾,ɢˤoj,hé,hwa,growing grain
和,ɢˤoj,hé,hwa,harmonious
荷,gˤajʔ,hè,haX,carry
賀,m-kˤajs,hè,haH,congratulate
鶴,gˤrawk,hè,haewk,white (of birds)
翯,gˤrawk,hè,haewk,white (of birds)
鶴,gˤawk,hè,hak,crane
褐,ɢˤat,hè,hat,coarse cloth
隺,gˤawk,hè,howk,high
和,ɢˤojs,hè,hwaH,tune (instruments); respond in singing
嚇,qʰˤrak,hè,xaek,frighten
赫,qʰˤrak,hè,xaek,"red, fiery"
壑,qʰˤak,hè,xak,moat; canal
黑,C-mˤək,hēi,xok,black
恨,m-qˤəns,hèn,honH,regret
亨,qʰˤraŋ,hēng,xaeng,penetrate
桁,gˤraŋ,héng,haeng,wooden lid
衡,gˤraŋ,héng,haeng,beam of a steelyard
恆,gˤəŋ,héng,hong,constant
橫,C.gˤrʷaŋ,héng,hwaeng,crosswise; horizontal
薨,C-mˤəŋ,hōng,xwong,to die (of king or prince)
鴻,gˤoŋ,hóng,huwng,kind of wild goose
紅,gˤoŋ,hóng,huwng,pink
虹,m-kˤoŋ,hóng,huwng,rainbow
宏,gˤrʷəŋ,hóng,hweang,resounding; great
弘,ɢˤʷəŋ,hóng,hwong,vast
鬨,gˤoŋs,hòng,huwngH,"quarrel, fight"
侯,gˤro,hóu,huw,feudal lord
喉,gˤro,hóu,huw,throat
鍭,gˤro,hóu,huw,arrow with metal point
猴,mə.gˤro,hóu,huw,monkey
鍭,gˤros,hóu,huwH,arrow with metal point
厚,Cə.gˤroʔ,hòu,huwX,thick
後,ɢˤroʔ,hòu,huwX,after
后,ɢˤroʔ,hòu,huwX,sovereign; queen
候,gˤros,hòu,huwH,wait upon
逅,gˤros,hòu,huwH,"邂逅 xièhòu carefree (Odes 94.1–2, 118.2)"
後,ɢˤroʔ-s,hòu,huwH,put after ?
乎,ɢˤa,hū,hu,(Q particle)
乎,ɢˤa,hū,hu,"in, at"
幠,C-mˤa,hū,xu,cover
呼,qʰˤa,hū,xu,"call out, shout"
虍,qʰˤra,hū,xu,tiger
芴,C-mˤut,hū,xwot,careless; confused
忽,C-mˤut,hū,xwot,careless; confused
惚,C-mˤut,hū,xwot,careless; confused
糊,Cə.gˤa,hú,hu,to paste (v.)
壺,gˤʷa,hú,hu,flask
弧,gˤʷa,hú,hu,"bow; bend, curved"
狐,gˤʷa,hú,hu,fox
胡,gˤa,hú,hu,foreigners in the north
湖,gˤa,hú,hu,lake
葫,gˤa,hú,hu,gourd
搰,gˤut,hú,hwot,dig out
許,qʰˤaʔ,hǔ,xuX,許許 (~ 滸滸 ~ 所所) sound of hewing wood (Mao 165.3)
滸,qʰˤaʔ,hǔ,xuX,river bank
滸,qʰˤaʔ,hǔ,xuX,滸滸 ~ 許許 ~ 所所 sound of hewing wood
虎,qʰˤraʔ,hǔ,xuX,tiger
祜,gˤaʔ,hù,huX,blessing
鳸,m-qˤʷaʔ,hù,huX,a bird resembling a quail
戶,m-qˤaʔ,hù,huX,"to stop, to check"
戶,m-qˤaʔ,hù,huX,door
扈,m-qˤaʔ,hù,huX,to stop
沍,N-qˤaʔ-s,hù,huH,"shut in, stop up"
瓠,ɢˤʷas,hù,huH,"bottle-gourd, melon"
護,ɢˤʷaks,hù,huH,protect
互,m-qˤaʔ-s,hù,huH,intertwining
枑,m-qˤaʔ-s,hù,huH,"railings, fence"
呼,qʰˤas,hù,xuH,"call out, shout"
荂,qʰrʷa,huā,xju,flower
花,qʰˤrʷa,huā,xwae,flower (n.)
華,qʰˤrʷa,huā,xwae,flower (n.)
划,C.gˤrʷaj,huá,hwae,row (v.)
華,N-qʰˤrʷa,huá,hwae,flower (v.); flowery (adj.)
滑,Nə.gˤrut,huá,hweat,slippery
猾,gˤrut,huá,hweat,"disturb, trouble"
猾,gˤrut,huá,hweat,crafty
譁,qʰˤrʷa,huá,xwae,shout
輠,gˤrorʔ,huà,hwaeX,turn around (as a wheel)
踝,m-kˤrorʔ,huà,hwaeX,ankle
華,ɢˤrʷas,huà,hwaeH,[name of a mountain]
話,gˤrʷats,huà,hwaejH,speak; words
畫,C-gˤrʷeks,huà,hweaH,drawing (n.)
繣,m-qʰˤrʷeks,huà,hweaH,bind
劃,gˤrʷek,huà,hweak,draw (v.)
畫,gˤrʷek,huà,hweak,draw (v.)
化,qʰˤrʷajs,huà,xwaeH,transform
繣,qʰˤrʷek,huà,xweak,bind
槐,gˤruj,huái,hweaj,Sophora
懷,gˤruj,huái,hweaj,bosom; embrace
淮,ɢˤrʷij,huái,hweaj,(name of a river)
槐,gˤuj,huái,hwoj,Sophora
壞,N-kˤrujs,huài,hweajH,be destroyed
壞,m-kˤrujs,huài,hweajH,destroy
壞,N-kˤujʔ,huài,hwojX,be destroyed
壞,m-kˤujʔ,huài,hwojX,destroy
壞,kˤrʷujʔ-s,huài,kweajH,destroy
讙,qʰʷar,huān,xjwon,"clamor, shout"
歡,qʰˤʷar,huān,xwan,rejoice; joyous
懽,qʰˤʷar,huān,xwan,rejoice; joyous
驩,qʰˤʷar,huān,xwan,rejoice; joyous
驩,qʰˤʷar,huān,xwan,"驩潛 Khwārazm (region in Central Asia, W. Hàn)"
環,C.ɢˤrʷen,huán,hwaen,ring (n.)
睘,ɢˤrʷen,huán,hwaen,"turn around, return"
還,ɢˤrʷen,huán,hwaen,turn around; return
亘,ɢˤʷar,huán,hwan,"turn around, turn back"
桓,ɢˤʷar,huán,hwan,pillar; martial-looking
雈,ɢˤʷar,huán,hwan,a kind of owl
桓,Cˤʷar,huán,hwan,烏桓 Wūhuán: Avars (W. Hàn)
貆,qʰʷar,huán,xjwon,badger (n.)
緩,ɢˤʷanʔ,huǎn,hwanX,slack; slow
患,gˤrons,huàn,hwaenH,calamity; distress
擐,ɢˤrʷens,huàn,hwaenH,put on clothing
宦,m-kˤrʷans,huàn,hwaenH,servant
輠,gˤorʔ,huàn,hwanX,turn around (as a wheel)
浣,ɢˤonʔ,huàn,hwanX,to wash clothes
換,ɢˤʷans,huàn,hwanH,change
渙,qʰˤʷans,huàn,xwanH,amply-flowing
巟,C-mˤaŋ,huāng,xwang,broad
衁,C-mˤaŋ,huāng,xwang,blood
荒,C-mˤaŋ,huāng,xwang,wasteland; uncultivated land
黃,N-kˤʷaŋ,huáng,hwang,yellow
皇,ɢˤʷaŋ,huáng,hwang,yellow and white spotted
皇,ɢˤʷaŋ,huáng,hwang,sovereign
徨,ɢˤʷaŋ,huáng,hwang,彷徨 bang.hwang hesitate
煌,ɢˤʷaŋ,huáng,hwang,brilliant
煌,ɢˤʷaŋ,huáng,hwang,敦煌 Dūnhuáng
隍,ɢˤʷaŋ,huáng,hwang,moat
蝗,ɢˤʷaŋ,huáng,hwang,locust
詤,C-mˤaŋ,huǎng,xwang,"nonsense, lies"
芒,C-mˤaŋʔ,huǎng,xwangX,"obscure, confused"
詤,C-mˤaŋʔ,huǎng,xwangX,lies
慌,C-mˤaŋʔ,huǎng,xwangX,confused
隓,lˤojʔ,huī,dwaX,destroy
徽,C-məj,huī,xjw+j,rope
揮,qʰʷər,huī,xjw+j,"wave, brandish"
暉,qʰʷər,huī,xjw+j,brilliant
煇,qʰʷər,huī,xjw+j,brilliant
輝,qʰʷər,huī,xjw+j,brilliant
楎,qʰʷər,huī,xjw+j,clothes-peg
墮,C-loj,huī,xjwie,destroy
隳,C-loj,huī,xjwie,destroy
虺,Cˤruj,huī,xwoj,"exhausted, weary"
灰,C-mˤə,huī,xwoj,ashes
回,ɢˤʷəj,huí,hwoj,go around
迴,ɢˤʷəj,huí,hwoj,go around
虺,Crujʔ,huǐ,xjw+jX,snake-brood
𤈦,C-məjʔ,huǐ,xjw+jX,burn
虺,Crujʔ,huǐ,xjw+jX,sound of thunder
毀,C-mrajʔ,huǐ,xjweX,demolish
烜,qʰʷarʔ,huǐ,xjweX,sunlight
悔,C-mˤəʔ,huǐ,xwojX,"regret, repent"
穢,qʷats,huì,'jwojH,bad weeds; filth
會,m-kˤops,huì,hwajH,meeting; have a meeting
會,Cˤʷajs,huì,hwajH,阿會亘 ēhuìxuān: Skt. ābhāsvara ‘shining’ (E. Hàn)
慧,ɢˤʷets,huì,hwejH,intelligent
惠,ɢˤʷijs,huì,hwejH,"kind, good"
叀,ɢˤʷijs,huì,hwejH,(copula)
輠,gˤurʔ,huì,hwojX,turn around (as a wheel)
喙,t-C-lorʔ-s,huì,tsyhwejH,snout; to pant
隋,C-lojs,huì,xjwieH,shred sacrificial meat
喙,C-lorʔ-s,huì,xjwojH,snout; to pant
顪,qʰʷats,huì,xjwojH,beard
翽,qʰˤʷats,huì,xwajH,rustling of wings
嘒,qʰˤʷits,huì,xwejH,to chirp (of insects)
賄,qʰˤʷəʔ,huì,xwojX,"property, valuables"
誨,C-mˤəʔ-s,huì,xwojH,instruct
晦,C-mˤəks,huì,xwojH,last day of a moon; dark
靧,qʰˤujs,huì,xwojH,wash the face
彗,s-ɢʷets,huì,zjwejH,broom; comet
昏,C-mˤun,hūn,xwon,"dusk, dark"
婚,C-mˤun,hūn,xwon,marriage
渾,gˤur,hún,hwon,chaotic
魂,m.qˤʷən,hún,hwon,spiritual soul
楎,ɢˤʷər,hún,hwon,seed-plow
渾,gˤurʔ,hún,hwonX,chaotic
活,gˤʷat,huó,hwat,to live
夥,gˤʷajʔ,huǒ,hwaX,"many, much [not pre-Qin]"
火,qʰˤʷəjʔ,huǒ,xwaX,fire
禍,gˤʷajʔ,huò,hwaX,calamity
擭,m-qˤrʷaks,huò,hwaeH,"catch, a trap"
穫,m-qˤʷak,huò,hwak,reap
蒦,m-qˤrʷak,huò,hweak,"catch, get"
獲,m-qˤrʷak,huò,hweak,catch (v.)
或,ɢˤʷək,huò,hwok,some; or
惑,ɢˤʷək,huò,hwok,deceive
貨,qʰˤʷajs,huò,xwaH,"(movable) property, goods"
濊,qʰˤʷat,huò,xwat,sound of water
畿,gər,jī,gj+j,royal domain
屐,Cə.grek,jī,gjaek,wooden sandal
枅,kˤer,jī,kej,crosspiece of wood on top of pillar
笄,kˤer,jī,kej,hairpin
雞,kˤe,jī,kej,"fowl, chicken"
鷄,kˤe,jī,kej,"fowl, chicken"
𥝌,kˤij,jī,kej,bend the head?
稽,kˤij,jī,kej,accord with
稽,kˤij,jī,kej,cultivate (field)
稽,kˤij,jī,kej,calculate
激,kˤewk,jī,kek,dam up (water)
擊,kˤik,jī,kek,strike (v.)
姬,krə,jī,ki,(family name)
箕,krə,jī,ki,winnowing basket
基,krə,jī,ki,base (n.)
飢,Cə.krəj,jī,kij,hungry
肌,krəj,jī,kij,flesh
机,krəjʔ,jī,kijX,"small table, stool"
饑,kəj,jī,kj+j,famine
幾,kəj,jī,kj+j,small; almost
機,kəj,jī,kj+j,mechanism
奇,kraj,jī,kje,odd (number)
羈,kraj,jī,kje,"bridle, halter"
䪡,tsˤij,jī,tsej,pickle (v.)
躋,tsˤəj,jī,tsej,ascend
隮,tsˤəj,jī,tsej,ascend
績,tsˤek,jī,tsek,"twist, spin"
積,tsek,jī,tsjek,accumulate
輯,dzup,jí,dzip,"gather, collect"
集,dzup,jí,dzip,"gather, collect"
疾,dzit,jí,dzit,sickness
籍,dzAk,jí,dzjek,register (n.)
藉,dzAk,jí,dzjek,tribute (n.)
極,grək,jí,gik,extreme
及,m-krəp,jí,gip,reach to
佶,grit,jí,git,"strong, healthy (horse)"
亟,krək,jí,kik,urgently
棘,krək,jí,kik,thorns
朸,krək,jí,kik,thorns
急,krəp,jí,kip,urgent
級,krəp,jí,kip,"degree, grade"
吉,C.qit,jí,kjit,auspicious
即,tsik,jí,tsik,go to
即,tsik,jí,tsik,thereupon
揖,s.qrip,jí,tsip,cluster together
堲,tsik,jí,tsit,masonry
楫,tsəp,jí,tsjep,oar
濈,s.qrip,jí,tsrip,crowded together
輯,tsrup,jí,tsrip,collect (Jīngdiǎn shìwén)
己,krəʔ,jǐ,kiX,6th heavenly stem
己,krəʔ,jǐ,kiX,self
紀,krəʔ,jǐ,kiX,leading thread
几,C.krəjʔ,jǐ,kijX,stool
給,krəp,jǐ,kip,furnish
幾,kəjʔ,jǐ,kj+jX,few; how many
戟,krak,jǐ,kjaek,a kind of lance
丮,krak,jǐ,kjaek,grasp
濟,tsˤijʔ,jǐ,tsejX,numerous
濟,tsˤəjʔ,jǐ,tsejX,stately
濟,tsˤəjʔ,jǐ,tsejX,[river name]
泲,tsˤijʔ,jǐ,tsejX,[river name]
脊,tsek,jǐ,tsjek,"spine, backbone"
薺,dzˤəjʔ,jì,dzejX,Capsella bursa-pastoris
寂,s-dˤiwk,jì,dzek,quiet
忌,m-krəks,jì,giH,warn; avoid
暨,m-krəps,jì,gijH,reach to
踦,grajʔ,jì,gjeX,stand (Min dialects)
伎,greʔ,jì,gjeX,skill
技,greʔ,jì,gjeX,skill
芰,gres,jì,gjeH,water-chestnut
悸,gʷits,jì,gjwijH,agitated
繫,Cə.kˤes,jì,kejH,tie (v.)
繼,kˤes,jì,kejH,continue
髻,kˤits,jì,kejH,"hair-knot, chignon"
計,kˤijs,jì,kejH,calculate
記,C.krəʔ-s,jì,kiH,remember; record (v.)
冀,krəts,jì,kijH,hope
既,kəts,jì,kj+jH,complete (v.)
寄,C.krajs,jì,kjeH,entrust to
罽,krats,jì,kjejH,a kind of woolen fabric
猘,krets,jì,kjejH,mad (dog)
瘈,kets,jì,kjiejH,mad (dog)
季,kʷits,jì,kjwijH,youngest
濟,tsˤijʔ-s,jì,tsejH,cross a stream; rescue
濟,tsˤijʔ-s,jì,tsejH,stop
績,tsˤek,jì,tsek,achieve; achievement
稷,tsək,jì,tsik,millet (Setaria italica)
穄,tsats,jì,tsjejH,"de-husked grains of Panicum m., non-glutinous."
際,tsaps,jì,tsjejH,connection
祭,tsets,jì,tsjejH,sacrifice
跡,tsek,jì,tsjek,"footprint, traces"
迹,tsek,jì,tsjek,"footprint, traces"
𨒪,tsek,jì,tsjek,"footprint, traces"
蹟,tsek,jì,tsjek,"footprint, traces"
嘉,kˤraj,jiā,kae,excellent
家,kˤra,jiā,kae,household
豭,kˤra,jiā,kae,boar
加,kˤraj,jiā,kae,add
梜,C.kˤrep,jiā,kaep,chopsticks
夾,kˤrep,jiā,keap,press between
梜,kˤep,jiā,kep,chopsticks (ap. Jīngdiǎn shìwén)
戛,kˤrik,jiá,keat,a kind of lance
跲,krop,jiá,kjaep,stumble
叚,Cə.kˤraʔ,jiǎ,kaeX,borrow
假,Cə.kˤraʔ,jiǎ,kaeX,borrow; false
斝,kˤraʔ,jiǎ,kaeX,a kind of ritual vessel
假,kˤraʔ,jiǎ,kaeX,great
甲,kˤrap,jiǎ,kaep,1st heavenly stem; fingernail
賈,C.qˤraʔ-s,jià,kaeH,price
價,C.qˤraʔ-s,jià,kaeH,price
嫁,kˤras,jià,kaeH,go (as a bride) to one's new home
稼,kˤras,jià,kaeH,grain; sow (v.)
駕,kˤrajs,jià,kaeH,hitch horses to a chariot
嫁,s-kˤras,jià,kaeH,send (one’s daughter) as a bride
佳,kˤre,jia,kea,good
戔,dzˤan,jiān,dzan,kill; cruel
監,kˤram,jiān,kaem,inspect
姦,kˤran,jiān,kaen,wicked(ness)
蕑,k.rˤan,jiān,kean,orchid
蕑,k.rˤen,jiān,kean,lotus fruit (Ode 145.2)
間,kˤren,jiān,kean,interval
間,kˤren,jiān,kean,間關 sound of a chariot's linchpin (Ode 218.1)
𡏳,kˤrər,jiān,kean,"distress, difficulty"
艱,kˤrər,jiān,kean,difficulty
囏,kˤrər,jiān,kean,"distress, difficulty"
兼,kˤem,jiān,kem,combine; at the same time
蒹,kˤem,jiān,kem,"rush, sedge"
豣,kˤen,jiān,ken,pig or boar 3 years old
肩,kˤen,jiān,ken,shoulder (n.)
枅,kˤer,jiān,ken,crosspiece of wood on top of pillar
堅,kˤiŋ,jiān,ken,"solid, strong"
𩱡,C.qan,jiān,kjon,gruel
漸,tsam,jiān,tsjem,moisten
熸,tsom,jiān,tsjem,extinguish
儉,gramʔ,jiǎn,gjemX,restrict， frugal
減,m-kˤrəmʔ,jiǎn,heamX,abridge
減,kˤrəmʔ,jiǎn,keamX,reduce
柬,kˤranʔ,jiǎn,keanX,"select, distinguish"
揀,kˤranʔ,jiǎn,keanX,select
簡,kˤrenʔ,jiǎn,keanX,bamboo slip for writing
簡,kˤrenʔ,jiǎn,keanX,"select, large-minded, etc."
繭,kˤenʔ,jiǎn,kenX,cocoon
檢,kramʔ,jiǎn,kjemX,measure (n.)
𢵈,krenʔ,jiǎn,kjenX,𢵈搌 *ugly and long(?)
䭕,Cə.tsamʔ,jiǎn,tsjemX,insipid [not in GSR]
翦,tsenʔ,jiǎn,tsjenX,cut (v.)
荐,N-tsˤəns,jiàn,dzenH,"grass, herb"
荐,N-tsˤəns,jiàn,dzenH,twice; a second time
洊,N-tsˤəns,jiàn,dzenH,twice; a second time
栫,dzˤəns,jiàn,dzenH,to fence in
漸,dzamʔ,jiàn,dzjemX,gradually; advance
踐,dzanʔ,jiàn,dzjenX,"tread, trample"
俴,dzenʔ,jiàn,dzjenX,shallow
賤,dzans,jiàn,dzjenH,"cheap; low, mean"
件,granʔ,jiàn,gjenX,item
檻,gˤramʔ,jiàn,haemX,straight-jetted (water)
檻,gˤramʔ,jiàn,haemX,railing; cage
檻,gˤamʔ,jiàn,hamX,railing; cage
監,kˤrams,jiàn,kaemH,mirror
澗,kˤrans,jiàn,kaenH,stream in a ravine
諫,kˤranʔ-s,jiàn,kaenH,admonish
見,kˤens,jiàn,kenH,see (v.)
劍,s.krams,jiàn,kjaemH,sword
建,kans,jiàn,kjonH,"set up, establish"
僭,tsˤims,jiàn,tsemH,err
薦,Cə.tsˤərs,jiàn,tsenH,"grass, fodder"
濺,tsans,jiàn,tsjenH,splatter with water
箭,tsens,jiàn,tsjenH,arrow
江,kˤroŋ,jiāng,kaewng,(Yangzi) river
姜,C.qaŋ,jiāng,kjang,a family name
薑,kaŋ,jiāng,kjang,ginger
畺,kaŋ,jiāng,kjang,"boundary, limit"
疆,kaŋ,jiāng,kjang,boundary
將,tsaŋ,jiāng,tsjang,bring
漿,tsaŋ,jiāng,tsjang,drink (n.)
講,kˤroŋʔ,jiǎng,kaewngX,explain; discuss
奬,tsaŋʔ,jiǎng,tsjangX,help; encourage
匠,s.baŋs,jiàng,dzjangH,craftsman
虹,kˤroŋs,jiàng,kaewngH,rainbow
降,kˤruŋs,jiàng,kaewngH,descend
將,tsaŋs,jiàng,tsjangH,lead (v.); leader
醬,tsaŋs,jiàng,tsjangH,sauce
茭,kˤraw,jiāo,kaew,dried grass
交,kˤraw,jiāo,kaew,cross (v.)
郊,kˤraw,jiāo,kaew,suburb
膠,kˤriw,jiāo,kaew,glue
教,s.kˤraw,jiāo,kaew,teach
徼,kˤew,jiāo,kew,seek; follow a course
椒,s.tˤiw,jiāo,tsew,pepper plant
椒,S.tew,jiāo,tsjew,pepper plant
焦,S.tew,jiāo,tsjew,"burn, scorch"
焦,S.tew,jiāo,tsjew,Jiao (place name)
膠,kˤriwʔ,jiǎo,kaewX,glue
絞,kˤriwʔ,jiǎo,kaewX,twist; strangle
攪,kˤruʔ,jiǎo,kaewX,disturb
鉸,mə.kˤrawʔ,jiǎo,kaewX,shear; scissors
角,C.kˤrok,jiǎo,kaewk,"horn, corner"
僥,kˤewʔ,jiǎo,kewX,luck
腳,kak,jiǎo,kjak,"leg, foot"
脚,kak,jiǎo,kjak,"leg, foot"
矯,krawʔ,jiǎo,kjewX,falsify
剿,tsawʔ,jiǎo,tsjewX,cut off
噍,dzewks,jiào,dzjewH,chew
覺,kˤruks,jiào,kaewH,awaken
窖,kˤruks,jiào,kaewH,cave
教,s.kˤraws,jiào,kaewH,teaching; instruction
徼,kˤewks,jiào,kewH,limit
叫,kˤewks,jiào,kewH,shout
揭,m-krat,jiē,gjet,"lift, raise"
揭,m-kat,jiē,gjot,lift
湝,gˤrəj,jiē,heaj,cold
街,kˤre,jiē,kea,road-crossing
皆,kˤrij,jiē,keaj,all
階,kˤrij,jiē,keaj,"steps, stairs"
喈,kˤrəj,jiē,keaj,cold
秸,kˤrit,jiē,keat,stalk of grain
揭,kʰrats,jiē,khjejH,lift up one’s clothes
揭,kʰrat,jiē,khjet,lift
揭,kat,jiē,kjot,lift
嗟,tsAj,jiē,tsjae,sigh; alas!
接,tsap,jiē,tsjep,connect
椄,tsap,jiē,tsjep,"peg, tenon"
截,dzˤet,jié,dzet,"cut, trim"
捷,dzap,jié,dzjep,victory
竭,N-krat,jié,gjet,exhaust (v.); dry up
桀,N-krat,jié,gjet,remarkable; hero
傑,N-krat,jié,gjet,remarkable; hero
桀,m-krat,jié,gjet,perch for fowls
袺,kˤrit,jié,keat,lift up the skirts
潔,kˤet,jié,ket,"pure, purify"
拮,kˤit,jié,ket,grasp (v.)
結,kˤit,jié,ket,tie (v.)
袺,kˤit,jié,ket,lift up the skirts
詰,kʰit,jié,khjit,"interrogate, reprimand"
劫,krap,jié,kjaep,rob
桀,krat,jié,kjet,"lift, raise"
節,tsˤik,jié,tset,joint
卪,tsˤik,jié,tset,tally (n.)
睫,tsap,jié,tsjep,eyelashes
解,kˤreʔ,jiě,keaX,cut up; unloose
藉,dzAks,jiè,dzjaeH,straw bedding; (base oneself on:) depend on
藉,dzAks,jiè,dzjaeH,"loan, borrow"
犗,kˤrats,jiè,kaejH,castrate
疥,C.kˤreps,jiè,keajH,scabby disease
界,kˤrets,jiè,keajH,boundary
芥,kˤrets,jiè,keajH,mustard plant
介,kˤreps,jiè,keajH,armour; scale of animals
屆,kˤrits,jiè,keajH,reach to
戒,kˤrəks,jiè,keajH,be on guard
誡,kˤrəks,jiè,keajH,warn
借,tsAks,jiè,tsjaeH,"loan, borrow"
借,tsAk,jiè,tsjek,"loan, borrow"
今,krəm,jīn,kim,now
金,krəm,jīn,kim,"metal, bronze"
䘳,krəm,jīn,kim,collar or lapel
襟,krəm,jīn,kim,overlap of a robe
巾,krən,jīn,kin,kerchief
矜,kriŋ,jīn,king,pity (v.)
矜,kriŋ,jīn,king,boastful
筋,C.kən,jīn,kj+n,sinew
斤,kər,jīn,kj+n,axe; catty
津,tsin,jīn,tsin,ford (n.)
堇,grər,jǐn,gin,"time, season"
殣,grərs,jǐn,ginH,die of starvation
錦,Cə.krəmʔ,jǐn,kimX,brocade
